UserID,MovieID,CategoryID,Rating,Timestamp
149,49,0,3,874788443
149,558,2,4,874789001
149,59,3,5,874789279
149,687,1,4,874789279
810,93,0,5,874793773
810,764,1,3,874793773
810,571,0,4,874793773
810,520,3,5,874793806
810,29,3,5,874793847
810,202,3,5,874793847
810,127,3,4,874793848
810,298,1,5,874793848
810,418,3,5,874793848
810,24,2,5,874793898
810,424,0,4,874793898
810,92,1,5,874793898
810,395,2,4,874793933
809,126,0,3,874815947
809,562,0,4,874815947
809,23,0,4,874815947
809,933,1,3,874815947
809,21,0,3,874815947
809,146,0,3,874815947
809,420,0,3,874815947
809,130,0,5,874815947
809,141,0,4,874816007
809,481,0,1,874816007
809,702,0,2,874816007
809,599,0,3,874816007
809,259,0,2,874816007
889,1059,0,3,874830137
889,238,3,3,874830160
889,311,3,4,874830160
889,375,0,4,874830313
889,94,0,4,874830314
889,661,2,3,874830338
889,345,0,3,874830372
889,114,3,3,874830372
889,691,0,3,874830424
749,405,2,2,874830998
749,991,2,3,874831050
749,958,0,3,874831050
749,424,0,3,874831194
749,203,1,3,874831227
749,470,2,1,874831227
749,171,3,5,874831383
749,273,2,4,874831383
749,56,1,5,874831383
749,237,0,4,874831383
749,47,0,4,874831383
749,951,2,4,874831383
749,33,5,5,874831383
749,45,3,5,874831383
749,321,1,4,874831383
749,108,0,3,874832096
749,134,0,3,874832096
749,309,3,3,874832132
749,571,0,3,874832788
749,1037,3,2,874832788
927,393,3,3,874938808
927,132,3,2,874938808
927,156,0,1,874938808
927,791,0,1,874938833
927,555,3,1,874938850
927,349,0,1,874938850
927,1071,5,1,874938878
927,407,0,1,874938878
927,466,0,2,874939008
927,149,0,2,874939031
927,136,0,1,874939031
927,69,0,1,874939078
927,234,0,1,874939078
927,49,0,1,874939078
927,815,0,2,874939105
927,424,0,2,874939105
927,75,0,3,874939105
927,23,0,2,874939105
927,215,0,3,874939130
927,389,0,3,874939157
927,130,0,2,874939157
927,126,0,3,874939157
927,204,0,1,874939185
927,344,0,1,874939185
927,500,5,2,874939185
927,105,0,3,874939207
927,187,0,2,874939207
927,426,0,1,874939207
927,640,0,1,874939230
927,259,0,1,874939230
