UserID,MovieID,CategoryID,Rating,Timestamp
97,163,2,4,874724710
97,269,3,4,874724727
97,142,0,4,874724754
97,337,4,4,874724781
97,299,0,4,874724843
97,909,2,4,874724882
97,670,3,4,874724882
97,54,5,3,874724905
97,880,3,4,874724937
97,130,0,4,874724988
97,126,0,3,874725120
97,951,2,3,874725264
97,290,0,4,874725386
97,323,0,4,874725485
97,222,3,5,874725485
845,669,2,2,874728168
845,378,2,3,874728338
845,455,3,3,874728338
845,415,0,5,874728370
845,778,3,4,874728396
845,648,2,4,874728430
845,420,0,4,874728461
845,375,0,4,874728565
845,388,3,3,874728598
845,76,2,3,874767408
845,10,2,3,874767408
845,282,2,3,874767408
845,340,3,5,874767519
845,362,2,4,874767550
845,114,3,3,874767550
845,126,0,5,874767550
18,269,3,5,874774286
18,600,0,5,874774286
18,134,0,4,874774449
18,46,5,4,874774449
18,969,3,5,874774575
18,81,3,5,874774575
18,45,3,5,874774575
18,414,2,3,874774575
18,333,0,5,874774718
18,146,0,4,874774719
18,366,3,4,874774815
18,167,0,5,874774956
18,653,2,5,874774956
18,26,3,4,874774993
18,70,3,5,874775038
18,142,0,4,874775038
18,595,3,5,874775136
18,251,3,4,874775136
18,473,2,4,874775136
18,784,3,4,874775185
18,195,3,5,874775185
18,637,3,2,874775262
18,492,2,4,874775262
18,507,3,5,874775262
18,79,0,5,874775262
18,375,0,4,874775311
18,11,0,5,874775311
18,47,0,4,874775406
18,227,0,5,874775406
18,286,5,3,874775406
18,340,3,5,874775406
18,489,0,4,874775406
18,493,0,4,874775406
18,259,0,4,874775465
18,341,3,4,874775465
18,452,3,4,874775465
18,130,0,5,874775535
18,933,1,4,874775535
18,331,3,4,874775580
18,645,1,4,874775580
18,184,2,5,874775580
18,16,2,4,874775580
18,9,0,4,874775614
18,1043,2,4,874775680
18,285,0,2,874775731
18,126,0,4,874775815
18,794,0,3,874775815
18,510,2,2,874775849
18,23,0,4,874775914
18,163,2,3,874775914
18,153,0,3,874775945
18,388,3,3,874775945
18,467,0,3,874775980
18,481,0,2,874775980
635,179,2,4,874777260
635,213,5,4,874777440
635,277,5,5,874777491
635,91,3,4,874777491
635,84,2,4,874777528
635,524,3,5,874777528
635,202,3,5,874777528
635,779,2,5,874777583
635,241,3,5,874777623
635,325,5,4,874777658
635,221,3,5,874777701
635,315,2,4,874777735
635,377,2,5,874777735
635,371,3,5,874777765
635,462,3,4,874777833
635,258,2,5,874777890
635,332,3,5,874777925
635,186,3,5,874777948
635,228,2,5,874777974
635,487,2,4,874777998
635,43,0,4,874778065
635,542,2,5,874778065
635,395,2,4,874778065
635,369,2,5,874778095
635,581,2,5,874778096
635,85,2,5,874778154
635,219,2,5,874778181
635,594,3,5,874778207
635,40,0,4,874778240
635,94,0,5,874778240
635,505,2,5,874778240
635,222,3,5,874778274
635,485,0,4,874778274
635,512,3,5,874778274
635,181,3,5,874778274
635,597,2,5,874778299
635,735,5,5,874778299
635,271,2,4,874778345
635,672,2,5,874778345
635,165,2,5,874778366
635,136,0,5,874778424
635,194,0,4,874778479
635,380,0,4,874778479
635,398,0,3,874778479
635,424,0,4,874778479
635,466,0,4,874778479
635,104,0,4,874778515
635,144,0,5,874778515
635,461,0,4,874778515
635,137,0,4,874778568
635,729,0,4,874778568
635,105,0,5,874778569
635,187,0,4,874778569
635,443,0,4,874778569
635,692,0,5,874778569
635,276,0,3,874778612
635,351,0,3,874778612
635,500,5,4,874778612
635,640,0,3,874778612
635,490,0,5,874778613
635,230,0,3,874778696
635,344,0,4,874778722
635,840,0,3,874778756
635,1002,0,3,874778756
635,887,0,3,874778756
18,326,0,3,874780832
18,935,0,3,874780860
18,475,0,3,874780969
18,1062,2,3,874780996
18,1058,0,3,874781037
18,647,0,2,874781037
18,212,5,3,874781067
18,983,5,3,874781068
18,202,3,4,874781198
18,1252,3,4,874781198
18,213,5,5,874781198
18,82,3,5,874781198
18,422,3,5,874781198
18,32,2,5,874781257
18,94,0,5,874781257
18,520,3,5,874781257
18,93,0,4,874781303
18,332,3,4,874781303
18,343,2,5,874781351
18,215,0,2,874781352
18,323,0,5,874781407
18,495,1,5,874781407
18,221,3,4,874781460
18,19,2,4,874781547
18,624,3,5,874781547
18,403,1,5,874781628
18,380,0,4,874781698
18,84,2,5,874781742
18,295,0,4,874781742
18,622,3,5,874781779
18,786,3,5,874781779
18,395,2,3,874781829
18,502,3,5,874781829
18,30,3,4,874781872
18,187,0,4,874781915
18,277,5,3,874781915
18,795,3,4,874781994
18,256,3,5,874781994
18,105,0,5,874781994
18,80,2,5,874782022
18,438,0,5,874782022
18,8,3,4,874782068
18,725,3,5,874782068
18,86,3,3,874782100
18,112,3,5,874782127
18,294,3,5,874782190
18,426,0,5,874782190
18,149,0,4,874782191
18,92,1,5,874782228
149,134,0,2,874784266
149,1003,3,4,874784337
149,47,0,4,874784337
149,285,0,4,874784338
149,195,3,4,874784385
149,56,1,5,874784440
149,123,3,4,874784440
149,333,0,4,874784440
