UserID,MovieID,CategoryID,Rating,Timestamp
705,1022,2,4,874729682
705,162,2,5,874729682
705,567,0,2,874729749
705,288,2,5,874729750
705,333,0,4,874729750
705,396,3,4,874729750
705,105,0,5,874729778
705,198,2,4,874729778
705,271,2,5,874729816
705,298,1,5,874729816
705,659,3,5,874729850
705,144,0,4,874729850
705,94,0,5,874729850
705,47,0,5,874729901
705,149,0,5,874729901
705,299,0,5,874729901
705,27,0,2,874729935
705,83,0,3,874729935
705,273,2,4,874729935
705,406,2,4,874729935
705,476,3,4,874729935
705,672,2,1,874729935
705,51,3,3,874729960
705,93,0,5,874729995
705,408,2,5,874729995
705,384,1,4,874729996
705,421,3,5,874729996
705,18,3,5,874729996
705,157,3,3,874730031
705,165,2,4,874730031
705,215,0,5,874730031
705,225,3,3,874730031
705,104,0,3,874730085
705,177,2,3,874730085
705,193,2,4,874730085
705,279,3,3,874730085
705,31,2,4,874730155
705,1357,3,4,874730155
705,1077,3,4,874730155
705,135,0,2,874730155
705,43,0,4,874730179
705,14,2,5,874730206
705,307,2,3,874730206
705,1157,1,4,874730206
705,528,2,4,874730234
705,125,2,3,874730234
705,334,3,3,874730234
705,433,3,4,874730234
705,1007,1,4,874730235
705,764,1,3,874730261
705,168,0,3,874730261
705,504,2,4,874730261
705,833,1,4,874730293
705,323,0,5,874730293
705,511,0,5,874730293
705,203,1,3,874730320
705,245,3,5,874730320
705,486,2,3,874730320
705,803,3,4,874730342
705,561,3,4,874730370
705,264,3,4,874730370
705,294,3,5,874730370
705,342,2,5,874730370
705,635,2,4,874730396
705,235,3,3,874730396
705,48,3,4,874730396
705,527,3,2,874730420
705,849,3,1,874730443
705,403,1,5,874730467
705,441,0,3,874730467
705,872,3,4,874730490
705,439,3,5,874730491
705,187,0,5,874730491
705,369,2,5,874730491
705,819,1,4,874730520
705,442,3,3,874730520
705,308,3,1,874730520
705,19,2,4,874730521
705,24,2,4,874730552
705,330,0,3,874730552
705,541,2,3,874730552
705,500,5,4,874730553
593,392,3,3,874780864
593,521,2,3,874780864
593,108,0,3,874780909
593,814,2,2,874780945
593,45,3,4,874781004
593,964,3,3,874781004
593,52,0,5,874781050
593,175,0,4,874781076
593,47,0,3,874781076
593,123,3,4,874781173
593,361,3,3,874781173
593,546,3,4,874781207
593,333,0,3,874783018
593,11,0,4,874783052
593,61,3,4,874783052
593,372,3,3,874783298
593,637,3,3,874783470
593,70,3,3,874784095
34,145,3,5,874786337
34,600,0,4,874786338
34,90,0,4,874786366
34,87,2,4,874786366
34,134,0,3,874786392
34,54,5,4,874786392
34,46,5,3,874786392
34,255,3,3,874786419
34,924,0,3,874786419
34,309,3,3,874786419
34,741,0,3,874786439
34,166,2,5,874786467
34,223,3,5,874786467
34,142,0,5,874786467
34,56,1,4,874786467
34,47,0,5,874786488
34,131,0,4,874786517
34,195,3,5,874786517
34,784,3,4,874786538
34,95,1,5,874786568
34,175,0,5,874786568
34,130,0,4,874786568
34,22,2,5,874786568
34,23,0,3,874786568
34,45,3,5,874786605
34,378,2,4,874786605
34,637,3,4,874786605
34,190,3,3,874786632
34,455,3,2,874786632
34,357,2,4,874786632
34,9,0,4,874786657
34,783,2,4,874786657
34,111,3,4,874786657
34,248,2,4,874786686
34,420,0,4,874786686
34,399,3,4,874786686
34,78,2,4,874786686
34,28,3,4,874786686
34,184,2,4,874786686
34,79,0,3,874786713
34,146,0,4,874786713
34,385,2,4,874786713
34,167,0,4,874786734
34,70,3,5,874786756
34,331,3,5,874786756
34,340,3,4,874786756
34,448,3,3,874786784
34,89,0,4,874786784
34,285,0,4,874786784
34,282,2,4,874786807
34,286,5,3,874786807
34,603,2,4,874786807
34,346,5,2,874786831
34,648,2,4,874786854
34,969,3,4,874786854
34,412,2,3,874786854
34,507,3,4,874786876
34,662,3,4,874786876
34,702,0,3,874786897
34,375,0,4,874786897
34,216,5,3,874786924
34,347,2,4,874786924
34,529,0,3,874786924
34,909,2,3,874786924
34,517,3,2,874786945
34,21,0,3,874786964
34,326,0,3,874787006
34,935,0,3,874787006
34,182,2,3,874787044
34,126,0,3,874787044
34,141,0,3,874787065
34,848,1,3,874787065
34,475,0,2,874787090
34,489,0,3,874787109
34,259,0,3,874787150
34,470,2,3,874787150
34,915,0,3,874787150
34,434,2,2,874787172
34,153,0,2,874787172
34,212,5,2,874787195
34,98,0,3,874787195
34,563,2,3,874787214
34,809,0,2,874787237
34,155,2,2,874787300
34,181,3,5,874787353
34,524,3,5,874787353
34,668,3,5,874787353
34,704,3,3,874787353
34,277,5,5,874787407
34,315,2,4,874787407
34,540,0,3,874787407
34,615,3,3,874787407
34,673,3,4,874787441
34,438,0,4,874787441
34,109,3,5,874787441
34,221,3,5,874787441
34,231,3,4,874787441
34,86,3,5,874787467
34,189,2,4,874787467
34,457,0,4,874787467
34,380,0,5,874787496
34,186,3,5,874787496
34,516,2,4,874787496
34,213,5,5,874787497
34,462,3,4,874787526
34,354,3,3,874787526
34,270,3,4,874787526
34,222,3,5,874787526
34,15,3,3,874787526
34,254,3,5,874787549
34,332,3,5,874787549
34,298,1,3,874787549
34,572,3,5,874790773
34,677,3,5,874790773
34,311,3,4,874790801
34,670,3,4,874790826
34,395,2,4,874790826
34,683,3,3,874790855
34,766,3,3,874790875
34,342,2,4,874790903
34,594,3,4,874790903
34,639,3,4,874790903
34,51,3,5,874790926
34,30,3,4,874790952
34,583,3,5,874790972
34,430,0,3,874790995
34,18,3,3,874790996
34,177,2,4,874790996
34,3,3,3,874791025
34,72,0,3,874791025
34,421,3,4,874791048
34,377,2,4,874791101
34,265,2,4,874791101
34,8,3,3,874791101
34,712,3,3,874791101
34,335,0,5,874791102
34,152,3,4,874791102
34,55,0,4,874791123
34,1083,3,3,874791145
34,225,3,4,874791145
34,555,3,4,874791169
34,278,5,3,874791169
34,364,3,4,874791169
34,112,3,4,874791194
34,512,3,4,874791194
34,882,3,3,874791194
34,301,2,3,874791194
34,918,3,4,874791214
34,84,2,4,874791236
34,103,3,4,874791257
34,403,1,4,874791297
34,725,3,2,874791316
34,334,3,3,874791339
34,499,3,1,874791339
34,526,0,3,874791383
34,564,3,1,874791383
34,1067,3,1,874791407
